(0, 1) (2, 3) (4, 5) (6, 8) (7, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/831
(0, 3) (1, 4) (2, 9) (5, 11) (6, 8) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/657
(0, 3) (1, 4) (2, 10) (5, 8) (6, 11) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/521
(0, 3) (1, 4) (2, 10) (5, 9) (6, 7) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/685
(0, 3) (1, 4) (2, 10) (5, 9) (6, 8) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/110
(0, 3) (1, 4) (2, 10) (5, 9) (6, 11) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/463
(0, 3) (1, 4) (2, 11) (5, 9) (6, 7) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/300
(0, 3) (1, 4) (2, 11) (5, 10) (6, 8) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/578
(0, 3) (1, 5) (2, 4) (6, 7) (8, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/516
(0, 3) (1, 5) (2, 4) (6, 10) (7, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/161
(0, 3) (1, 5) (2, 4) (6, 10) (7, 11) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/749
(0, 3) (1, 5) (2, 4) (6, 11) (7, 10) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/654
(0, 3) (1, 5) (2, 7) (4, 6) (8, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/164
(0, 3) (1, 5) (2, 9) (4, 6) (7, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/921
(0, 3) (1, 5) (2, 10) (4, 6) (7, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/151
(0, 3) (1, 5) (2, 10) (4, 7) (6, 8) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/265
(0, 3) (1, 5) (2, 11) (4, 6) (7, 8) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/662
(0, 3) (1, 5) (2, 11) (4, 6) (7, 10) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/666
(0, 3) (1, 6) (2, 4) (5, 7) (8, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/305
(0, 3) (1, 6) (2, 4) (5, 8) (7, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/937
(0, 3) (1, 6) (2, 4) (5, 9) (7, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/876
(0, 3) (1, 6) (2, 5) (4, 11) (7, 8) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/664
(0, 3) (1, 6) (2, 7) (4, 5) (8, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/468
(0, 3) (1, 6) (2, 7) (4, 10) (5, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/590
(0, 3) (1, 6) (2, 9) (4, 7) (5, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/870
(0, 3) (1, 6) (2, 9) (4, 11) (5, 7) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/757
(0, 3) (1, 6) (2, 10) (4, 8) (5, 9) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/436
(0, 3) (1, 6) (2, 10) (4, 9) (5, 8) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/267
(0, 3) (1, 6) (2, 11) (4, 9) (5, 8) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/878
(0, 3) (1, 7) (2, 6) (4, 5) (8, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/281
(0, 3) (1, 7) (2, 6) (4, 10) (5, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/525
(0, 3) (1, 7) (2, 9) (4, 5) (6, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/897
(0, 3) (1, 7) (2, 9) (4, 8) (5, 10) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/881
(0, 3) (1, 7) (2, 10) (4, 11) (5, 6) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/725
(0, 3) (1, 7) (2, 10) (4, 11) (5, 9) (6, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/691
(0, 3) (1, 7) (2, 11) (4, 5) (6, 8) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/306
(0, 3) (1, 8) (2, 5) (4, 10) (6, 7) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/523
(0, 3) (1, 8) (2, 6) (4, 5) (7, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/815
(0, 3) (1, 8) (2, 6) (4, 7) (5, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/494
(0, 3) (1, 8) (2, 6) (4, 7) (5, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/462
(0, 3) (1, 8) (2, 9) (4, 5) (6, 11) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/475
(0, 3) (1, 8) (2, 9) (4, 7) (5, 10) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/615
(0, 3) (1, 8) (2, 10) (4, 9) (5, 11) (6, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/473
(0, 3) (1, 8) (2, 11) (4, 7) (5, 10) (6, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/829
(0, 3) (1, 9) (2, 5) (4, 6) (7, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/422
(0, 3) (1, 9) (2, 5) (4, 7) (6, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/888
(0, 3) (1, 9) (2, 6) (4, 5) (7, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/803
(0, 3) (1, 9) (2, 6) (4, 7) (5, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/343
(0, 3) (1, 9) (2, 6) (4, 10) (5, 8) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/293
(0, 3) (1, 9) (2, 7) (4, 5) (6, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/504
(0, 3) (1, 9) (2, 7) (4, 6) (5, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/104
(0, 3) (1, 9) (2, 7) (4, 8) (5, 10) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/489
(0, 3) (1, 9) (2, 8) (4, 11) (5, 6) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/121
(0, 3) (1, 9) (2, 10) (4, 6) (5, 8) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/234
(0, 3) (1, 9) (2, 11) (4, 7) (5, 6) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/360
(0, 3) (1, 9) (2, 11) (4, 7) (5, 10) (6, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/984
(0, 3) (1, 10) (2, 5) (4, 8) (6, 9) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/208
(0, 3) (1, 10) (2, 8) (4, 9) (5, 6) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/471
(0, 3) (1, 10) (2, 8) (4, 9) (5, 7) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/390
(0, 3) (1, 10) (2, 9) (4, 6) (5, 11) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/962
(0, 3) (1, 10) (2, 11) (4, 8) (5, 9) (6, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/545
(0, 3) (1, 11) (2, 4) (5, 10) (6, 7) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/747
(0, 3) (1, 11) (2, 6) (4, 5) (7, 8) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/136
(0, 3) (1, 11) (2, 7) (4, 8) (5, 9) (6, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/655
(0, 3) (1, 11) (2, 8) (4, 7) (5, 10) (6, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/598
(0, 3) (1, 11) (2, 9) (4, 5) (6, 7) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/765
(0, 3) (1, 11) (2, 9) (4, 10) (5, 7) (6, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/735
(0, 3) (1, 11) (2, 10) (4, 7) (5, 8) (6, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/682
(0, 3) (1, 11) (2, 10) (4, 7) (5, 9) (6, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/987
(0, 4) (1, 2) (3, 5) (6, 8) (7, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/794
(0, 4) (1, 2) (3, 5) (6, 10) (7, 11) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/832
(0, 4) (1, 2) (3, 6) (5, 7) (8, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/756
(0, 4) (1, 2) (3, 8) (5, 7) (6, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/496
(0, 4) (1, 2) (3, 8) (5, 7) (6, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/359
(0, 4) (1, 2) (3, 9) (5, 7) (6, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/916
(0, 4) (1, 2) (3, 10) (5, 7) (6, 11) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/850
(0, 4) (1, 2) (3, 11) (5, 10) (6, 9) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/741
(0, 4) (1, 3) (2, 5) (6, 8) (7, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/608
(0, 4) (1, 3) (2, 5) (6, 9) (7, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/561
(0, 4) (1, 3) (2, 6) (5, 10) (7, 8) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/673
(0, 4) (1, 3) (2, 7) (5, 9) (6, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/488
(0, 4) (1, 3) (2, 10) (5, 8) (6, 11) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/126
(0, 4) (1, 3) (2, 10) (5, 9) (6, 8) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/179
(0, 4) (1, 3) (2, 11) (5, 7) (6, 8) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/694
(0, 4) (1, 5) (2, 3) (6, 10) (7, 11) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/484
(0, 4) (1, 5) (2, 7) (3, 11) (6, 10) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/230
(0, 4) (1, 5) (2, 8) (3, 6) (7, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/952
(0, 4) (1, 5) (2, 8) (3, 9) (6, 10) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/587
(0, 4) (1, 5) (2, 9) (3, 11) (6, 7) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/975
(0, 4) (1, 5) (2, 10) (3, 6) (7, 8) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/225
(0, 4) (1, 5) (2, 10) (3, 8) (6, 11) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/330
(0, 4) (1, 6) (2, 3) (5, 9) (7, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/160
(0, 4) (1, 6) (2, 5) (3, 7) (8, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/634
(0, 4) (1, 6) (2, 7) (3, 5) (8, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/783
(0, 4) (1, 6) (2, 7) (3, 5) (8, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/226
(0, 4) (1, 6) (2, 8) (3, 10) (5, 9) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/404
(0, 4) (1, 6) (2, 8) (3, 10) (5, 11) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/805
(0, 4) (1, 6) (2, 9) (3, 5) (7, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/942
(0, 4) (1, 6) (2, 9) (3, 7) (5, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/215
(0, 4) (1, 6) (2, 10) (3, 5) (7, 8) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/430
(0, 4) (1, 6) (2, 10) (3, 8) (5, 7) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/828
(0, 4) (1, 6) (2, 11) (3, 5) (7, 9) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/780
(0, 4) (1, 6) (2, 11) (3, 10) (5, 9) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/529
(0, 4) (1, 7) (2, 3) (5, 9) (6, 8) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/130
(0, 4) (1, 7) (2, 5) (3, 8) (6, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/212
(0, 4) (1, 7) (2, 5) (3, 10) (6, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/491
(0, 4) (1, 7) (2, 5) (3, 11) (6, 8) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/520
(0, 4) (1, 7) (2, 8) (3, 6) (5, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/670
(0, 4) (1, 7) (2, 8) (3, 11) (5, 10) (6, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/457
(0, 4) (1, 7) (2, 9) (3, 11) (5, 10) (6, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/174
(0, 4) (1, 8) (2, 5) (3, 9) (6, 10) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/308
(0, 4) (1, 8) (2, 5) (3, 11) (6, 10) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/146
(0, 4) (1, 8) (2, 6) (3, 10) (5, 9) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/736
(0, 4) (1, 8) (2, 9) (3, 5) (6, 11) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/309
(0, 4) (1, 8) (2, 9) (3, 6) (5, 7) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/782
(0, 4) (1, 8) (2, 9) (3, 10) (5, 6) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/150
(0, 4) (1, 8) (2, 9) (3, 11) (5, 6) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/817
(0, 4) (1, 8) (2, 10) (3, 5) (6, 11) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/853
(0, 4) (1, 8) (2, 10) (3, 6) (5, 11) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/459
(0, 4) (1, 8) (2, 10) (3, 11) (5, 6) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/769
(0, 4) (1, 8) (2, 11) (3, 5) (6, 10) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/750
(0, 4) (1, 9) (2, 3) (5, 10) (6, 11) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/447
(0, 4) (1, 9) (2, 7) (3, 8) (5, 6) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/895
(0, 4) (1, 9) (2, 7) (3, 8) (5, 11) (6, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/858
(0, 4) (1, 9) (2, 8) (3, 10) (5, 7) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/966
(0, 4) (1, 9) (2, 8) (3, 10) (5, 11) (6, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/331
(0, 4) (1, 9) (2, 10) (3, 5) (6, 7) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/565
(0, 4) (1, 9) (2, 11) (3, 8) (5, 10) (6, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/470
(0, 4) (1, 9) (2, 11) (3, 10) (5, 6) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/624
(0, 4) (1, 10) (2, 5) (3, 8) (6, 7) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/365
(0, 4) (1, 10) (2, 5) (3, 9) (6, 8) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/113
(0, 4) (1, 10) (2, 7) (3, 11) (5, 9) (6, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/469
(0, 4) (1, 10) (2, 8) (3, 9) (5, 11) (6, 7) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/748
(0, 4) (1, 10) (2, 9) (3, 8) (5, 7) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/988
(0, 4) (1, 11) (2, 6) (3, 5) (7, 9) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/714
(0, 4) (1, 11) (2, 10) (3, 7) (5, 9) (6, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/891
(0, 5) (1, 2) (3, 4) (6, 8) (7, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/712
(0, 5) (1, 2) (3, 4) (6, 9) (7, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/904
(0, 5) (1, 2) (3, 6) (4, 10) (7, 8) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/883
(0, 5) (1, 2) (3, 6) (4, 10) (7, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/221
(0, 5) (1, 2) (3, 7) (4, 11) (6, 9) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/220
(0, 5) (1, 2) (3, 8) (4, 10) (6, 7) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/930
(0, 5) (1, 2) (3, 9) (4, 11) (6, 10) (7, 8) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/285
(0, 5) (1, 2) (3, 10) (4, 6) (7, 8) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/102
(0, 5) (1, 2) (3, 10) (4, 6) (7, 11) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/978
(0, 5) (1, 2) (3, 11) (4, 8) (6, 10) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/217
(0, 5) (1, 3) (2, 4) (6, 11) (7, 10) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/979
(0, 5) (1, 3) (2, 6) (4, 7) (8, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/622
(0, 5) (1, 3) (2, 6) (4, 10) (7, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/412
(0, 5) (1, 3) (2, 7) (4, 10) (6, 11) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/810
(0, 5) (1, 3) (2, 11) (4, 10) (6, 8) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/249
(0, 5) (1, 4) (2, 3) (6, 7) (8, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/277
(0, 5) (1, 4) (2, 3) (6, 11) (7, 9) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/928
(0, 5) (1, 4) (2, 6) (3, 8) (7, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/182
(0, 5) (1, 4) (2, 6) (3, 9) (7, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/337
(0, 5) (1, 4) (2, 6) (3, 10) (7, 9) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/242
(0, 5) (1, 4) (2, 7) (3, 9) (6, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/786
(0, 5) (1, 4) (2, 8) (3, 6) (7, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/213
(0, 5) (1, 4) (2, 8) (3, 7) (6, 9) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/317
(0, 5) (1, 4) (2, 11) (3, 6) (7, 9) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/647
(0, 5) (1, 6) (2, 3) (4, 10) (7, 11) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/709
(0, 5) (1, 6) (2, 4) (3, 8) (7, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/515
(0, 5) (1, 6) (2, 4) (3, 9) (7, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/600
(0, 5) (1, 6) (2, 7) (3, 9) (4, 8) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/181
(0, 5) (1, 6) (2, 7) (3, 11) (4, 8) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/503
(0, 5) (1, 6) (2, 8) (3, 10) (4, 11) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/790
(0, 5) (1, 6) (2, 10) (3, 8) (4, 9) (7, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/134
(0, 5) (1, 6) (2, 11) (3, 7) (4, 8) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/537
(0, 5) (1, 6) (2, 11) (3, 8) (4, 10) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/478
(0, 5) (1, 6) (2, 11) (3, 9) (4, 8) (7, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/152
(0, 5) (1, 7) (2, 3) (4, 6) (8, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/907
(0, 5) (1, 7) (2, 3) (4, 9) (6, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/570
(0, 5) (1, 7) (2, 4) (3, 6) (8, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/854
(0, 5) (1, 7) (2, 4) (3, 9) (6, 10) (8, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/542
(0, 5) (1, 7) (2, 4) (3, 10) (6, 11) (8, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/814
(0, 5) (1, 7) (2, 9) (3, 6) (4, 11) (8, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/738
(0, 5) (1, 7) (2, 10) (3, 6) (4, 8) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/202
(0, 5) (1, 7) (2, 10) (3, 9) (4, 8) (6, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/250
(0, 5) (1, 7) (2, 11) (3, 4) (6, 8) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/659
(0, 5) (1, 8) (2, 4) (3, 9) (6, 7) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/704
(0, 5) (1, 8) (2, 4) (3, 11) (6, 10) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/989
(0, 5) (1, 8) (2, 6) (3, 7) (4, 10) (9, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/866
(0, 5) (1, 8) (2, 6) (3, 7) (4, 11) (9, 10) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/444
(0, 5) (1, 8) (2, 6) (3, 9) (4, 7) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/766
(0, 5) (1, 8) (2, 7) (3, 9) (4, 6) (10, 11) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/824
(0, 5) (1, 8) (2, 10) (3, 4) (6, 11) (7, 9) <-- /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/544
