(0, 3) (1, 9) (2, 8) (4, 7) (5, 10) (6, 11), 0.8602707006369427, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/41
(0, 10) (1, 6) (2, 4) (3, 11) (5, 8) (7, 9), 0.5046775477707006, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/291
(0, 3) (1, 5) (2, 11) (4, 6) (7, 10) (8, 9), 0.5046775477707006, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/666
(0, 3) (1, 11) (2, 10) (4, 7) (5, 8) (6, 9), 0.5046775477707006, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/682
(0, 3) (1, 4) (2, 10) (5, 9) (6, 7) (8, 11), 0.5046775477707006, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/685
(0, 5) (1, 7) (2, 3) (4, 6) (8, 10) (9, 11), 0.504578025477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/80
(0, 3) (1, 4) (2, 10) (5, 9) (6, 8) (7, 11), 0.504578025477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/110
(0, 3) (1, 8) (2, 9) (4, 5) (6, 11) (7, 10), 0.504578025477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/475
(0, 9) (1, 10) (2, 7) (3, 8) (4, 11) (5, 6), 0.504578025477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/781
(0, 1) (2, 11) (3, 8) (4, 7) (5, 9) (6, 10), 0.504578025477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/842
(0, 5) (1, 7) (2, 3) (4, 6) (8, 10) (9, 11), 0.504578025477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/907
(0, 11) (1, 7) (2, 5) (3, 9) (4, 6) (8, 10), 0.5044785031847133, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/339
(0, 8) (1, 11) (2, 3) (4, 9) (5, 7) (6, 10), 0.5044785031847133, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/807
(0, 10) (1, 4) (2, 3) (5, 9) (6, 8) (7, 11), 0.5044785031847133, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/880
(0, 4) (1, 3) (2, 11) (5, 10) (6, 8) (7, 9), 0.5043789808917197, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/48
(0, 3) (1, 2) (4, 10) (5, 8) (6, 7) (9, 11), 0.5043789808917197, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/107
(0, 6) (1, 8) (2, 3) (4, 5) (7, 9) (10, 11), 0.5043789808917197, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/563
(0, 7) (1, 11) (2, 4) (3, 10) (5, 6) (8, 9), 0.5043789808917197, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/957
(0, 7) (1, 11) (2, 9) (3, 5) (4, 8) (6, 10), 0.5042794585987261, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/127
(0, 10) (1, 2) (3, 6) (4, 5) (7, 11) (8, 9), 0.5042794585987261, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/389
(0, 1) (2, 3) (4, 5) (6, 11) (7, 10) (8, 9), 0.5042794585987261, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/486
(0, 11) (1, 10) (2, 6) (3, 8) (4, 9) (5, 7), 0.5042794585987261, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/553
(0, 2) (1, 10) (3, 5) (4, 6) (7, 8) (9, 11), 0.5042794585987261, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/822
(0, 8) (1, 6) (2, 5) (3, 9) (4, 7) (10, 11), 0.5042794585987261, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/872
(0, 7) (1, 10) (2, 11) (3, 5) (4, 9) (6, 8), 0.5042794585987261, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/940
(0, 5) (1, 7) (2, 8) (3, 11) (4, 10) (6, 9), 0.5041799363057324, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/81
(0, 9) (1, 8) (2, 4) (3, 6) (5, 10) (7, 11), 0.5041799363057324, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/125
(0, 11) (1, 10) (2, 3) (4, 6) (5, 8) (7, 9), 0.5041799363057324, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/650
(0, 3) (1, 6) (2, 9) (4, 11) (5, 7) (8, 10), 0.5041799363057324, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/757
(0, 3) (1, 4) (2, 6) (5, 7) (8, 9) (10, 11), 0.5040804140127388, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/387
(0, 10) (1, 6) (2, 5) (3, 11) (4, 9) (7, 8), 0.5040804140127388, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/479
(0, 11) (1, 7) (2, 8) (3, 5) (4, 6) (9, 10), 0.5040804140127388, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/971
(0, 9) (1, 3) (2, 5) (4, 10) (6, 8) (7, 11), 0.5038813694267515, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/353
(0, 10) (1, 9) (2, 4) (3, 8) (5, 11) (6, 7), 0.5038813694267515, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/674
(0, 11) (1, 8) (2, 7) (3, 5) (4, 6) (9, 10), 0.5038813694267515, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/991
(0, 8) (1, 6) (2, 10) (3, 7) (4, 11) (5, 9), 0.503781847133758, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/913
(0, 5) (1, 9) (2, 4) (3, 8) (6, 11) (7, 10), 0.5036823248407644, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/823
(0, 3) (1, 11) (2, 10) (4, 8) (5, 7) (6, 9), 0.5035828025477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/44
(0, 5) (1, 9) (2, 3) (4, 11) (6, 8) (7, 10), 0.5035828025477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/333
(0, 11) (1, 3) (2, 4) (5, 7) (6, 8) (9, 10), 0.5035828025477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/407
(0, 4) (1, 7) (2, 5) (3, 10) (6, 9) (8, 11), 0.5035828025477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/491
(0, 7) (1, 5) (2, 3) (4, 9) (6, 8) (10, 11), 0.5035828025477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/597
(0, 7) (1, 3) (2, 4) (5, 10) (6, 9) (8, 11), 0.5035828025477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/636
(0, 8) (1, 3) (2, 5) (4, 9) (6, 11) (7, 10), 0.5035828025477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/719
(0, 7) (1, 2) (3, 6) (4, 5) (8, 9) (10, 11), 0.5035828025477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/746
(0, 8) (1, 2) (3, 11) (4, 6) (5, 10) (7, 9), 0.5035828025477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/868
(0, 3) (1, 6) (2, 4) (5, 9) (7, 11) (8, 10), 0.5035828025477707, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/876
(0, 1) (2, 8) (3, 5) (4, 9) (6, 10) (7, 11), 0.5034832802547771, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/5
(0, 3) (1, 9) (2, 8) (4, 11) (5, 6) (7, 10), 0.5034832802547771, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/121
(0, 4) (1, 2) (3, 8) (5, 7) (6, 11) (9, 10), 0.5034832802547771, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/359
(0, 5) (1, 7) (2, 4) (3, 9) (6, 10) (8, 11), 0.5034832802547771, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/542
(0, 5) (1, 10) (2, 9) (3, 6) (4, 7) (8, 11), 0.5034832802547771, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/656
(0, 4) (1, 3) (2, 10) (5, 7) (6, 8) (9, 11), 0.5033837579617835, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/47
(0, 10) (1, 8) (2, 5) (3, 6) (4, 11) (7, 9), 0.5033837579617835, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/383
(0, 3) (1, 4) (2, 11) (5, 10) (6, 8) (7, 9), 0.5033837579617835, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/578
(0, 11) (1, 10) (2, 6) (3, 7) (4, 9) (5, 8), 0.5033837579617835, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/699
(0, 10) (1, 6) (2, 3) (4, 11) (5, 9) (7, 8), 0.5033837579617835, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/894
(0, 5) (1, 3) (2, 4) (6, 11) (7, 10) (8, 9), 0.5033837579617835, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/979
(0, 11) (1, 10) (2, 8) (3, 5) (4, 7) (6, 9), 0.5032842356687898, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/414
(0, 11) (1, 3) (2, 7) (4, 5) (6, 8) (9, 10), 0.5032842356687898, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/582
(0, 8) (1, 4) (2, 6) (3, 5) (7, 10) (9, 11), 0.5032842356687898, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/621
(0, 4) (1, 3) (2, 11) (5, 7) (6, 8) (9, 10), 0.5032842356687898, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/694
(0, 11) (1, 3) (2, 8) (4, 5) (6, 10) (7, 9), 0.5032842356687898, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/800
(0, 9) (1, 10) (2, 4) (3, 8) (5, 7) (6, 11), 0.5032842356687898, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/960
(0, 6) (1, 8) (2, 10) (3, 7) (4, 9) (5, 11), 0.5031847133757962, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/294
(0, 3) (1, 7) (2, 11) (4, 5) (6, 8) (9, 10), 0.5031847133757962, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/306
(0, 11) (1, 6) (2, 5) (3, 4) (7, 8) (9, 10), 0.5031847133757962, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/423
(0, 11) (1, 5) (2, 9) (3, 8) (4, 7) (6, 10), 0.5031847133757962, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/676
(0, 10) (1, 11) (2, 9) (3, 8) (4, 5) (6, 7), 0.5031847133757962, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/923
(0, 2) (1, 11) (3, 6) (4, 10) (5, 8) (7, 9), 0.5030851910828026, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/31
(0, 2) (1, 8) (3, 5) (4, 11) (6, 10) (7, 9), 0.5030851910828026, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/367
(0, 11) (1, 7) (2, 9) (3, 5) (4, 6) (8, 10), 0.5030851910828026, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/539
(0, 10) (1, 6) (2, 3) (4, 8) (5, 9) (7, 11), 0.5030851910828026, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/558
(0, 4) (1, 6) (2, 8) (3, 11) (5, 7) (9, 10), 0.5029856687898089, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/54
(0, 5) (1, 4) (2, 8) (3, 6) (7, 10) (9, 11), 0.5029856687898089, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/213
(0, 6) (1, 3) (2, 5) (4, 11) (7, 8) (9, 10), 0.5029856687898089, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/259
(0, 9) (1, 2) (3, 8) (4, 6) (5, 11) (7, 10), 0.5029856687898089, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/435
(0, 8) (1, 9) (2, 4) (3, 10) (5, 6) (7, 11), 0.5029856687898089, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/576
(0, 9) (1, 10) (2, 6) (3, 5) (4, 11) (7, 8), 0.5028861464968153, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/801
(0, 8) (1, 7) (2, 10) (3, 6) (4, 9) (5, 11), 0.5028861464968153, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/953
(0, 5) (1, 10) (2, 11) (3, 8) (4, 7) (6, 9), 0.5027866242038217, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/89
(0, 2) (1, 9) (3, 5) (4, 7) (6, 10) (8, 11), 0.5027866242038217, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/153
(0, 11) (1, 7) (2, 4) (3, 10) (5, 6) (8, 9), 0.5027866242038217, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/266
(0, 8) (1, 6) (2, 7) (3, 11) (4, 10) (5, 9), 0.5027866242038217, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/536
(0, 10) (1, 4) (2, 11) (3, 7) (5, 6) (8, 9), 0.5027866242038217, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/610
(0, 8) (1, 6) (2, 9) (3, 4) (5, 10) (7, 11), 0.5027866242038217, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/702
(0, 5) (1, 4) (2, 9) (3, 11) (6, 10) (7, 8), 0.502687101910828, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/75
(0, 8) (1, 11) (2, 7) (3, 6) (4, 10) (5, 9), 0.502687101910828, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/185
(0, 10) (1, 11) (2, 9) (3, 4) (5, 7) (6, 8), 0.502687101910828, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/203
(0, 4) (1, 10) (2, 7) (3, 11) (5, 9) (6, 8), 0.502687101910828, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/469
(0, 3) (1, 8) (2, 5) (4, 10) (6, 7) (9, 11), 0.502687101910828, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/523
(0, 10) (1, 11) (2, 5) (3, 6) (4, 8) (7, 9), 0.502687101910828, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/635
(0, 3) (1, 2) (4, 6) (5, 8) (7, 11) (9, 10), 0.502687101910828, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/981
(0, 5) (1, 7) (2, 9) (3, 8) (4, 10) (6, 11), 0.5025875796178344, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/83
(0, 10) (1, 6) (2, 5) (3, 7) (4, 11) (8, 9), 0.5025875796178344, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/219
(0, 8) (1, 11) (2, 4) (3, 9) (5, 7) (6, 10), 0.5025875796178344, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/626
(0, 4) (1, 6) (2, 5) (3, 7) (8, 9) (10, 11), 0.5025875796178344, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/634
(0, 8) (1, 10) (2, 11) (3, 5) (4, 9) (6, 7), 0.5025875796178344, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/653
(0, 11) (1, 9) (2, 8) (3, 6) (4, 5) (7, 10), 0.5025875796178344, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/776
(0, 7) (1, 10) (2, 4) (3, 5) (6, 8) (9, 11), 0.5025875796178344, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/852
(0, 7) (1, 3) (2, 10) (4, 8) (5, 9) (6, 11), 0.5024880573248408, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/137
(0, 6) (1, 10) (2, 3) (4, 8) (5, 9) (7, 11), 0.5024880573248408, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/336
(0, 11) (1, 4) (2, 5) (3, 9) (6, 8) (7, 10), 0.5024880573248408, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/421
(0, 9) (1, 10) (2, 4) (3, 8) (5, 6) (7, 11), 0.5024880573248408, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/548
(0, 7) (1, 8) (2, 5) (3, 6) (4, 11) (9, 10), 0.5024880573248408, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/571
(0, 3) (1, 7) (2, 9) (4, 8) (5, 10) (6, 11), 0.5024880573248408, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/881
(0, 3) (1, 2) (4, 11) (5, 8) (6, 9) (7, 10), 0.5023885350318471, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/534
(0, 8) (1, 2) (3, 7) (4, 6) (5, 10) (9, 11), 0.5023885350318471, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/618
(0, 4) (1, 8) (2, 9) (3, 11) (5, 6) (7, 10), 0.5023885350318471, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/817
(0, 11) (1, 7) (2, 10) (3, 8) (4, 5) (6, 9), 0.5023885350318471, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/922
(0, 7) (1, 9) (2, 4) (3, 8) (5, 10) (6, 11), 0.5023885350318471, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/973
(0, 10) (1, 7) (2, 6) (3, 5) (4, 8) (9, 11), 0.5022890127388535, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/438
(0, 8) (1, 6) (2, 5) (3, 9) (4, 11) (7, 10), 0.5022890127388535, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/450
(0, 10) (1, 2) (3, 5) (4, 6) (7, 11) (8, 9), 0.5022890127388535, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/652
(0, 2) (1, 10) (3, 8) (4, 7) (5, 9) (6, 11), 0.5022890127388535, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/700
(0, 6) (1, 4) (2, 5) (3, 8) (7, 11) (9, 10), 0.5022890127388535, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/969
(0, 4) (1, 5) (2, 8) (3, 11) (6, 7) (9, 10), 0.5021894904458599, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/50
(0, 5) (1, 2) (3, 8) (4, 7) (6, 9) (10, 11), 0.5021894904458599, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/71
(0, 8) (1, 2) (3, 5) (4, 6) (7, 11) (9, 10), 0.5021894904458599, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/253
(0, 10) (1, 7) (2, 3) (4, 11) (5, 8) (6, 9), 0.5021894904458599, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/476
(0, 6) (1, 10) (2, 4) (3, 7) (5, 11) (8, 9), 0.5021894904458599, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/967
(0, 2) (1, 7) (3, 8) (4, 10) (5, 6) (9, 11), 0.5020899681528662, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/21
(0, 6) (1, 10) (2, 5) (3, 7) (4, 9) (8, 11), 0.5020899681528662, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/115
(0, 8) (1, 11) (2, 3) (4, 5) (6, 10) (7, 9), 0.5020899681528662, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/128
(0, 9) (1, 6) (2, 4) (3, 5) (7, 10) (8, 11), 0.5020899681528662, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/183
(0, 7) (1, 6) (2, 11) (3, 10) (4, 9) (5, 8), 0.5020899681528662, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/465
(0, 6) (1, 11) (2, 9) (3, 7) (4, 10) (5, 8), 0.5020899681528662, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/890
(0, 3) (1, 2) (4, 10) (5, 11) (6, 9) (7, 8), 0.5019904458598726, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/172
(0, 8) (1, 6) (2, 3) (4, 9) (5, 11) (7, 10), 0.5019904458598726, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/177
(0, 4) (1, 3) (2, 5) (6, 9) (7, 11) (8, 10), 0.5019904458598726, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/561
(0, 7) (1, 10) (2, 9) (3, 8) (4, 6) (5, 11), 0.5019904458598726, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/833
(0, 4) (1, 7) (2, 8) (3, 11) (5, 10) (6, 9), 0.501890923566879, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/59
(0, 4) (1, 7) (2, 8) (3, 11) (5, 10) (6, 9), 0.501890923566879, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/457
(0, 1) (2, 11) (3, 6) (4, 10) (5, 8) (7, 9), 0.501890923566879, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/485
(0, 8) (1, 4) (2, 7) (3, 5) (6, 11) (9, 10), 0.501890923566879, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/535
(0, 3) (1, 10) (2, 11) (4, 8) (5, 9) (6, 7), 0.501890923566879, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/545
(0, 6) (1, 4) (2, 8) (3, 11) (5, 7) (9, 10), 0.501890923566879, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/550
(0, 10) (1, 11) (2, 3) (4, 7) (5, 8) (6, 9), 0.501890923566879, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/733
(0, 1) (2, 3) (4, 10) (5, 9) (6, 8) (7, 11), 0.501890923566879, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/811
(0, 5) (1, 10) (2, 6) (3, 8) (4, 11) (7, 9), 0.5017914012738853, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/142
(0, 7) (1, 2) (3, 10) (4, 6) (5, 9) (8, 11), 0.5017914012738853, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/677
(0, 7) (1, 6) (2, 8) (3, 10) (4, 11) (5, 9), 0.5017914012738853, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/753
(0, 6) (1, 10) (2, 5) (3, 4) (7, 11) (8, 9), 0.5017914012738853, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/999
(0, 4) (1, 8) (2, 9) (3, 5) (6, 11) (7, 10), 0.5016918789808917, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/309
(0, 7) (1, 2) (3, 10) (4, 6) (5, 8) (9, 11), 0.5016918789808917, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/446
(0, 3) (1, 6) (2, 7) (4, 10) (5, 9) (8, 11), 0.5016918789808917, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/590
(0, 6) (1, 9) (2, 3) (4, 11) (5, 8) (7, 10), 0.5016918789808917, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/641
(0, 4) (1, 8) (2, 9) (3, 6) (5, 7) (10, 11), 0.5016918789808917, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/782
(0, 4) (1, 10) (2, 6) (3, 11) (5, 7) (8, 9), 0.5015923566878981, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/62
(0, 8) (1, 3) (2, 10) (4, 7) (5, 11) (6, 9), 0.5015923566878981, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/460
(0, 5) (1, 6) (2, 7) (3, 11) (4, 8) (9, 10), 0.5015923566878981, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/503
(0, 1) (2, 4) (3, 5) (6, 10) (7, 8) (9, 11), 0.5015923566878981, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/665
(0, 11) (1, 6) (2, 8) (3, 4) (5, 7) (9, 10), 0.5015923566878981, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/729
(0, 4) (1, 5) (2, 8) (3, 6) (7, 11) (9, 10), 0.5015923566878981, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/952
(0, 10) (1, 4) (2, 9) (3, 7) (5, 11) (6, 8), 0.5014928343949044, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/145
(0, 10) (1, 8) (2, 4) (3, 7) (5, 6) (9, 11), 0.5014928343949044, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/401
(0, 5) (1, 6) (2, 4) (3, 8) (7, 11) (9, 10), 0.5014928343949044, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/515
(0, 7) (1, 5) (2, 9) (3, 6) (4, 11) (8, 10), 0.5014928343949044, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/569
(0, 5) (1, 10) (2, 9) (3, 11) (4, 8) (6, 7), 0.5013933121019108, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/87
(0, 11) (1, 6) (2, 10) (3, 9) (4, 8) (5, 7), 0.5013933121019108, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/429
(0, 3) (1, 8) (2, 6) (4, 7) (5, 9) (10, 11), 0.5013933121019108, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/494
(0, 5) (1, 2) (3, 6) (4, 10) (7, 8) (9, 11), 0.5013933121019108, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/883
(0, 1) (2, 5) (3, 8) (4, 6) (7, 11) (9, 10), 0.5012937898089171, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/511
(0, 5) (1, 2) (3, 4) (6, 8) (7, 10) (9, 11), 0.5012937898089171, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/712
(0, 10) (1, 11) (2, 9) (3, 5) (4, 7) (6, 8), 0.5012937898089171, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/799
(0, 6) (1, 3) (2, 5) (4, 8) (7, 9) (10, 11), 0.5012937898089171, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/863
(0, 10) (1, 6) (2, 3) (4, 9) (5, 7) (8, 11), 0.5011942675159236, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/227
(0, 11) (1, 2) (3, 5) (4, 10) (6, 7) (8, 9), 0.5011942675159236, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/398
(0, 3) (1, 2) (4, 8) (5, 9) (6, 7) (10, 11), 0.5011942675159236, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/431
(0, 10) (1, 11) (2, 3) (4, 6) (5, 7) (8, 9), 0.5011942675159236, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/433
(0, 5) (1, 11) (2, 10) (3, 6) (4, 8) (7, 9), 0.5011942675159236, /data/yjzhang/desktop/try/key-driven-gqa/output/arbitrary/more/440
